sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
0,2026-06-28T01:34:01+02:00,2026-06-27T23:34:01+00:00,0.0,4176,,4,1 2 3 4,,1,True,present_moving,0.4809118330697191,-63.0,38.19787482426719,58.71315467524843,63.8366151898393,1.375,160.0390625,3,9.42800825913626,0.36877363823175874,54.906661158019446,0.42694690124597734,0.398836212714764
1,2026-06-28T01:34:02+02:00,2026-06-27T23:34:02+00:00,1.005,4220,True,4,1 2 3 4,,1,True,present_moving,0.46419792834335594,-63.0,36.497129397959725,58.66284040843027,63.46271924838983,0.675,159.796875,4,7.746633291834547,0.380360320638074,99.7816406398935,0.3950029721909626,0.5
2,2026-06-28T01:34:03+02:00,2026-06-27T23:34:03+00:00,2.008,4257,True,4,1 2 3 4,,1,True,present_moving,0.5480299783472206,-62.0,51.63465481690276,72.17512975078232,90.93331381693257,0.8125,205.82421875,5,9.42800825913626,0.40824007021950287,54.906661158019446,0.5021235640876551,0.44010435240091206
3,2026-06-28T01:34:04+02:00,2026-06-27T23:34:04+00:00,3.013,4296,True,4,1 2 3 4,,1,True,present_moving,0.4926501338861996,-62.0,33.724025676377764,50.8506174017793,62.264272720481245,0.7750000000000001,166.53125,4,8.220020757373646,0.38308757804880744,99.7816406398935,0.46578049710783903,0.5
4,2026-06-28T01:34:05+02:00,2026-06-27T23:34:05+00:00,4.018,4332,True,4,1 2 3 4,,1,True,present_still,0.5985363867138798,-62.0,47.09963887920099,67.61277365769816,82.09352736307943,1.8750000000000002,189.80859375,6,8.36777642729766,0.3535465615979099,99.7816406398935,0.5175912119438085,0.37486646735917517
5,2026-06-28T01:34:06+02:00,2026-06-27T23:34:06+00:00,5.023,4365,True,4,1 2 3 4,,1,True,present_still,0.41179679791829726,-61.0,41.61470755146256,65.49511072241688,72.32125276096409,0.7375,187.1953125,4,8.478143260146647,0.3917995793884234,99.7816406398935,0.5493356074118265,0.5
6,2026-06-28T01:34:07+02:00,2026-06-27T23:34:07+00:00,6.028,4404,True,4,1 2 3 4,,1,True,present_still,0.6212545077125209,-62.0,46.82839199113727,68.31584935607958,76.82990453164246,0.9750000000000001,194.38671875,2,8.593236286931331,0.4271859880614461,99.7816406398935,0.5297767127957004,0.464998715807291
7,2026-06-28T01:34:08+02:00,2026-06-27T23:34:08+00:00,7.033,4440,True,4,1 2 3 4,,1,True,present_still,0.5169598662779111,-62.0,44.14181590824689,67.5084952601226,72.59953182227285,1.4000000000000001,183.60546875,2,8.613593891952128,0.39574370704756723,99.7816406398935,0.4638016362273618,0.4573121688552719
8,2026-06-28T01:34:09+02:00,2026-06-27T23:34:09+00:00,8.038,4480,True,4,1 2 3 4,,1,True,present_still,0.5458170232033902,-62.0,46.72545487140062,73.96183975052222,75.21611057127484,1.5875000000000001,189.875,2,8.613593891952128,0.40025002508464164,99.7816406398935,0.4215543616141564,0.40266558547650355
9,2026-06-28T01:34:10+02:00,2026-06-27T23:34:10+00:00,9.042,4519,True,4,1 2 3 4,,1,True,present_still,0.5055255425652205,-62.0,45.06764039690743,67.69427691025605,73.59550076780474,0.7875000000000001,181.94921875,2,8.613593891952128,0.41388303855721376,99.7816406398935,0.4418180159183076,0.4337476515407551
