sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
0,2026-06-28T01:07:19+02:00,2026-06-27T23:07:19+00:00,0.0,26597,,4,1 2 3 4,,1,True,present_still,0.7513818931798508,-60.0,45.17771417135919,63.494083873762364,64.96893877422218,1.9000000000000004,158.51953125,5,12.001964887912235,0.4077977785750368,70.71833698178183,0.448710425807727,0.1965136870024693
1,2026-06-28T01:07:20+02:00,2026-06-27T23:07:20+00:00,1.005,26661,True,4,1 2 3 4,,1,True,present_moving,0.4191179538527364,-51.0,36.126602499093224,59.863401793924446,58.692949885125785,2.8875,151.6328125,3,11.379210564001887,0.2453193075490214,60.52700286695961,0.41275803880435735,0.4255213505351487
2,2026-06-28T01:07:21+02:00,2026-06-27T23:07:21+00:00,2.01,26705,True,4,1 2 3 4,,1,True,present_moving,0.38001685870656254,-45.0,32.62836989899034,51.909770028752305,57.602696219761185,3.05,151.0390625,7,11.839715762584232,0.5433034309286724,70.71833698178183,0.3992245169686689,0.48287157643014544
3,2026-06-28T01:07:22+02:00,2026-06-27T23:07:22+00:00,3.015,26758,True,4,1 2 3 4,,1,True,present_still,0.4797075247296339,-55.0,35.214141510777885,52.909552363608206,60.31117006614775,1.7375000000000003,160.32421875,4,11.839715762584232,0.4983798047356513,70.71833698178183,0.4114708686157322,0.3592107278817729
4,2026-06-28T01:07:23+02:00,2026-06-27T23:07:23+00:00,4.02,26804,True,4,1 2 3 4,,1,True,present_still,0.4639671567176145,-59.0,40.337878241801434,56.375198511967625,65.87275526849436,1.3125,158.37890625,5,11.81832984637659,0.4122402061659458,70.71833698178183,0.41407682133005685,0.3545353033394302
5,2026-06-28T01:07:24+02:00,2026-06-27T23:07:24+00:00,5.021,26872,True,4,1 2 3 4,,1,True,present_moving,0.5100332493000062,-58.0,36.975421367469885,58.986359796048106,56.35542113613441,1.9125,163.109375,7,11.379210564001887,0.42769891800327775,60.52700286695961,0.3881167595889972,0.5
6,2026-06-28T01:07:25+02:00,2026-06-27T23:07:25+00:00,6.022,26927,True,4,1 2 3 4,,1,True,present_moving,0.5376798350017096,-59.0,37.97076196267604,58.19482963931564,54.86860939727944,1.9375000000000004,149.71875,7,11.379210564001887,0.37097031908388267,60.52700286695961,0.39745880599620015,0.5
7,2026-06-28T01:07:26+02:00,2026-06-27T23:07:26+00:00,7.025,26979,True,4,1 2 3 4,,1,True,present_still,0.5869294331643775,-58.0,44.35342226392444,67.25173492858852,67.0802893433755,1.3750000000000002,169.1015625,5,11.527073748287899,0.39534568814063903,70.71833698178183,0.34634303161392255,0.30745647085569794
8,2026-06-28T01:07:27+02:00,2026-06-27T23:07:27+00:00,8.03,27030,True,4,1 2 3 4,,1,True,active,0.3936459926614356,-55.0,29.991889959499268,50.27456888959627,48.689241346012565,1.6750000000000003,129.984375,6,11.379210564001887,0.3973967483831746,60.79892327769528,0.4069660001927305,0.4721828149785672
9,2026-06-28T01:07:28+02:00,2026-06-27T23:07:28+00:00,9.035,27076,True,4,1 2 3 4,,1,True,present_moving,0.46374787022113895,-43.0,49.99582675084369,65.22033651411446,77.2547445837804,2.6000000000000005,169.0078125,3,10.937322938539056,0.3125628571476349,70.71833698178183,0.3792757492891486,0.4052363479316905
