sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
19,2026-06-28T01:08:51+02:00,2026-06-27T23:08:51+00:00,19.084,30122,True,4,1 2 3 4,,2,True,present_still,0.5473545405896106,-58.0,38.18710036181609,57.66310468783855,59.3004485814936,2.1625000000000005,158.26171875,5,10.568456197354394,0.3763865641816423,65.4139742294015,0.37478664794497274,0.3091470171244195
20,2026-06-28T01:08:52+02:00,2026-06-27T23:08:52+00:00,20.089,30162,True,4,1 2 3 4,,1,True,present_still,0.4373269166802461,-58.0,38.35078051494264,58.18681782256916,61.08431353249611,1.5750000000000002,163.46484375,7,11.379210564001887,0.2710033796275864,55.68261065874757,0.36225156370409656,0.5
21,2026-06-28T01:08:53+02:00,2026-06-27T23:08:53+00:00,21.094,30200,True,4,1 2 3 4,,1,True,present_still,0.4659576093109481,-58.0,35.84558665155969,55.62574658214021,57.12522817802906,1.5875,154.2734375,5,10.949526459639245,0.41749913438787273,65.4139742294015,0.42718571532368727,0.3381077402441022
22,2026-06-28T01:08:54+02:00,2026-06-27T23:08:54+00:00,22.099,30237,True,4,1 2 3 4,,1,True,present_still,0.49099360088435695,-58.0,38.20661499648132,57.48416365011463,59.14870812185383,2.1625,158.6796875,5,11.090214943469398,0.3820842421686307,65.4139742294015,0.45981991734628197,0.3140868435474089
23,2026-06-28T01:08:55+02:00,2026-06-27T23:08:55+00:00,23.104,30278,True,4,1 2 3 4,,1,True,present_still,0.435150338861325,-58.0,35.38422179051285,53.33595606396082,56.06803522993202,1.5750000000000002,150.41015625,5,11.379210564001887,0.3713033288049514,55.68261065874757,0.3673584833227214,0.5
24,2026-06-28T01:08:56+02:00,2026-06-27T23:08:56+00:00,24.108,30316,True,4,1 2 3 4,,1,True,present_still,0.4853755575462179,-58.0,35.15867372897024,55.15572667829953,57.17303412695215,2.1375,158.99609375,5,11.436331870739757,0.42240743976788203,65.4139742294015,0.5252859190294884,0.35743471559559603
25,2026-06-28T01:08:57+02:00,2026-06-27T23:08:57+00:00,25.113,30356,True,4,1 2 3 4,,1,True,present_still,0.5333725019428994,-58.0,36.265434104086864,56.18699087416316,57.568890824741814,1.5750000000000002,156.9375,5,11.592476628701188,0.4368980650941508,65.4139742294015,0.49533083445391163,0.35201510194012686
26,2026-06-28T01:08:58+02:00,2026-06-27T23:08:58+00:00,26.118,30389,True,4,1 2 3 4,,1,True,present_still,0.4663584210098053,-58.0,39.30641896925246,58.435732425932585,61.831626359256475,1.55,164.28125,7,11.379210564001887,0.370644696152526,55.68261065874757,0.46768085983914415,0.5
27,2026-06-28T01:08:59+02:00,2026-06-27T23:08:59+00:00,27.122,30424,True,4,1 2 3 4,,1,True,present_still,0.44564304751371603,-58.0,39.17528320351715,59.878070326967254,62.44800435216403,1.5875,166.109375,5,11.379210564001887,0.3665587970577589,55.68261065874757,0.43048691789233284,0.5
28,2026-06-28T01:09:00+02:00,2026-06-27T23:09:00+00:00,28.127,30457,True,4,1 2 3 4,,1,True,present_still,0.43237817040625803,-58.0,35.589386447814185,54.08296894065724,54.95836370952041,2.1625,148.96484375,7,11.379210564001887,0.35653267007018924,55.68261065874757,0.394772675089095,0.5
