sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
0,2026-06-28T01:05:06+02:00,2026-06-27T23:05:06+00:00,0.0,21297,,4,1 2 3 4,,2,True,present_still,0.5934260386305117,-59.0,37.44695074319958,59.3894050988403,52.70540383511273,2.2875000000000005,145.75,3,11.956351692321185,0.4309992517071298,58.71638989525793,0.38795949944300334,0.1847106531379824
1,2026-06-28T01:05:07+02:00,2026-06-27T23:05:07+00:00,1.005,21322,True,4,1 2 3 4,,2,True,present_still,0.5518780839467694,-59.0,37.67405743253069,61.37735951459711,54.33071609791379,1.975,157.54296875,5,12.032056981813735,0.45156033689633157,58.71638989525793,0.4021039062827432,0.32835912158881697
2,2026-06-28T01:05:08+02:00,2026-06-27T23:05:08+00:00,2.01,21354,True,4,1 2 3 4,,2,True,present_still,0.5165423978305483,-59.0,37.397181074806035,60.540928293904074,55.51788279769437,2.2625,157.953125,5,12.187902806826106,0.41371314842106705,58.71638989525793,0.4098774508293956,0.33154965075263954
3,2026-06-28T01:05:09+02:00,2026-06-27T23:05:09+00:00,3.015,21397,True,4,1 2 3 4,,1,True,present_still,0.5983454002762391,-58.0,35.40789606895471,58.2293538545441,46.68408993979516,1.3875,141.15234375,5,12.369916733140338,0.3805086061680307,58.71638989525793,0.469450079779049,0.3479160191308399
4,2026-06-28T01:05:10+02:00,2026-06-27T23:05:10+00:00,4.02,21433,True,4,1 2 3 4,,1,True,present_moving,0.47091024233837553,-59.0,41.68967821601957,68.0786829755055,57.33898344488408,2.0375000000000005,173.8515625,8,9.232258543620913,0.4055875100182755,67.75006080842961,0.49518094824722636,0.5
5,2026-06-28T01:05:11+02:00,2026-06-27T23:05:11+00:00,5.025,21463,True,4,1 2 3 4,,2,True,present_still,0.6046031238744461,-59.0,39.431603399857195,61.78638497085757,53.10543570446093,2.0500000000000003,151.18359375,5,12.434766595877713,0.3698027932320061,58.71638989525793,0.5871099817384969,0.2870956548904612
6,2026-06-28T01:05:12+02:00,2026-06-27T23:05:12+00:00,6.03,21496,True,4,1 2 3 4,,2,True,present_still,0.6948445324052696,-59.0,42.09561904830204,65.34804112902043,55.57562997347834,2.0375000000000005,158.3203125,5,12.434766595877713,0.35729302651212264,58.71638989525793,0.6229521015205078,0.2990176381096652
7,2026-06-28T01:05:13+02:00,2026-06-27T23:05:13+00:00,7.035,21538,True,4,1 2 3 4,,1,True,present_still,0.5673175395042908,-59.0,35.903235205382444,59.533085675638745,50.06550357103622,2.0125000000000006,149.3828125,5,12.434766595877713,0.35845218249315114,58.71638989525793,0.6326146870542552,0.31941557344830074
8,2026-06-28T01:05:14+02:00,2026-06-27T23:05:14+00:00,8.036,21578,True,4,1 2 3 4,,1,True,present_moving,0.37945841710586625,-59.0,38.62893197895601,61.01350200229606,52.482263143543605,2.0125,152.46484375,6,15.793307583471899,0.4364140792555281,92.28686480557896,0.4381540202043737,0.4655838988693941
9,2026-06-28T01:05:15+02:00,2026-06-27T23:05:15+00:00,9.042,21603,True,4,1 2 3 4,,2,True,present_moving,0.5363281728549177,-59.0,39.6201540437579,63.02032311206875,54.67307333498202,2.0375000000000005,157.671875,6,15.793307583471899,0.4565864701488216,92.07572349127581,0.4277990313136459,0.4882860732579969
10,2026-06-28T01:05:16+02:00,2026-06-27T23:05:16+00:00,10.044,21641,True,4,1 2 3 4,,1,True,present_moving,0.5180887400163824,-59.0,36.98688781113819,58.291059251153044,50.94807415007762,2.0375000000000005,146.60546875,6,15.793307583471899,0.44830827037076365,92.07572349127581,0.3845764905063952,0.5
11,2026-06-28T01:05:17+02:00,2026-06-27T23:05:17+00:00,11.049,21674,True,4,1 2 3 4,,2,True,present_moving,0.5343972286687113,-59.0,40.93897343853234,65.36371075965661,56.980545572841734,2.0250000000000004,163.42578125,6,15.793307583471899,0.40932995815264417,92.07572349127581,0.36334218237025284,0.5
12,2026-06-28T01:05:18+02:00,2026-06-27T23:05:18+00:00,12.054,21717,True,4,1 2 3 4,,,False,absent,0.49917204559745154,-65.0,34.96508314433876,54.26669090155216,45.57791158709699,1.5535211267605635,132.87257922535213,18,15.793307583471899,0.36963158352766945,92.07572349127581,0.41089130669814733,0.5
13,2026-06-28T01:05:19+02:00,2026-06-27T23:05:19+00:00,13.055,21744,True,4,1 2 3 4,,2,True,present_moving,0.5112200084458222,-59.0,41.33890776191474,65.82929370214111,57.69495796320386,2.0375000000000005,167.43359375,4,16.307043096658038,0.31554144094989206,94.52798848494744,0.49412356860285134,0.5
14,2026-06-28T01:05:20+02:00,2026-06-27T23:05:20+00:00,14.06,21776,True,4,1 2 3 4,,1,True,present_still,0.578039594461972,-59.0,39.29292746399529,61.185014260748694,54.93969288550266,2.0375000000000005,156.6640625,5,12.444801222720443,0.4027480510262662,58.71638989525793,0.40668675476619515,0.30761463202249584
15,2026-06-28T01:05:21+02:00,2026-06-27T23:05:21+00:00,15.065,21815,True,4,1 2 3 4,,1,True,present_still,0.6532711863503293,-59.0,42.468910785466655,66.63206479472602,58.60509528709902,2.0375000000000005,168.2109375,5,12.444801222720443,0.4043210755105419,58.71638989525793,0.43013766345132076,0.30420425122462336
16,2026-06-28T01:05:22+02:00,2026-06-27T23:05:22+00:00,16.067,21851,True,4,1 2 3 4,,1,True,present_still,0.5475182180033757,-59.0,38.49757292923167,60.404740399720296,53.316919130702885,2.0250000000000004,152.1484375,5,12.444801222720443,0.388010947685812,58.71638989525793,0.44435943194524286,0.3078064129568763
17,2026-06-28T01:05:23+02:00,2026-06-27T23:05:23+00:00,17.072,21887,True,4,1 2 3 4,,1,True,present_moving,0.4099862554089229,-59.0,36.56414461919906,57.080410444729104,51.20176015814987,2.0500000000000003,148.015625,6,15.793307583471899,0.3882410074187561,93.4459645662881,0.4182202104601462,0.47827880317391436
18,2026-06-28T01:05:24+02:00,2026-06-27T23:05:24+00:00,18.073,21918,True,4,1 2 3 4,,1,True,present_moving,0.4285339791577344,-59.0,39.25003360500432,61.25127462423315,53.40894237566114,2.0375000000000005,151.94140625,4,16.307043096658038,0.2990718677987015,94.52798848494744,0.38841241049703334,0.5
19,2026-06-28T01:05:25+02:00,2026-06-27T23:05:25+00:00,19.078,21956,True,4,1 2 3 4,,1,True,present_still,0.40231920159676404,-59.0,38.651258551890955,57.27252902060752,53.555915762286745,1.4250000000000003,141.62109375,6,10.345966253784352,0.3560730209987544,66.8744322252121,0.40176570617167223,0.480696105281625
20,2026-06-28T01:05:26+02:00,2026-06-27T23:05:26+00:00,20.08,21996,True,4,1 2 3 4,,1,True,present_still,0.58539115551945,-59.0,38.97417172215809,60.559677902368165,53.703146397011444,2.0375000000000005,150.86328125,5,12.322644951947208,0.40701309956773035,58.71638989525793,0.4420467754168873,0.2961248872035601
21,2026-06-28T01:05:27+02:00,2026-06-27T23:05:27+00:00,21.082,22020,True,4,1 2 3 4,,,False,absent,0.4619188240596013,-65.0,40.20698582435671,59.66741989048065,51.92415613739302,1.9878378378378379,147.2183277027027,20,15.793307583471899,0.44062448175691876,95.42008100440032,0.36104130918782096,0.5
